Datum;Stand Willem Loresluis;Stand Driewegsluis
19440215;71,1;505
19470518;77,38;513,6
19560224;75,16;499,1
19280712;72,84;500
19390825;70,52;495
19470502;71,4;500,2
19120509;69,08;504
19120514;66,76;495
19330512;65,04;505,6
19440203;63,52;505,8
19640902;61,2;497
19220821;58,88;498
19240719;58,66;502,1
19391007;58,04;498,7
19491106;62,32;508,6
19640331;63,1;507,1
19740615;60,78;495
19770324;58,46;497
19180628;56,14;503
19220701;53,82;503
19380220;51,5;502
19120516;51,98;498,8
19961007;49,66;502
19280519;51,84;503,5
19770817;52,42;501,9
19081130;50,1;496
19551220;47,98;503,2
19110212;45,76;498,1
19860724;66,44;521
19390615;64,42;496,3
19430603;81;513,9
19590713;79,48;498,8
19851218;80,66;508,5
19200816;78,34;499
19440805;76,02;500
19560711;73,7;504
19560102;71,88;502,5
19591119;69,66;504,1
19791009;67,54;498,2
19280520;67,62;498,4
19530811;65,3;496
19970223;62,98;504
19290709;60,66;503
19331112;59,44;498,1
19410507;57,12;505
19551231;58,2;502,4
19570311;55,88;500
19120530;53,66;498,1
19860213;51,34;497
19901221;49,42;503,4
19221012;47,1;495
19220823;49,58;508,8
19491103;47,36;498,1
19200718;57,34;510,3
19900328;55,02;498
19380112;64,8;512,1
19400618;62,48;500
19240718;82,76;523,6
19090714;80,44;499
19111004;78,82;503,7
19230806;76,5;503
19330509;81,78;512,6
19400909;79,46;503
19440205;77,84;504,7
19920722;75,42;498,9
19490805;73,1;504
19640711;75,08;507,3
19770806;76,76;503
19110309;75,94;502,5
19551123;75,52;505,9
19840814;73,2;495
19220826;70,98;496,1
19270312;68,76;497,1
19490408;68,34;499,9
19770217;71,92;501,9
19791128;69,6;504
19210605;69,28;501
19391011;68,56;506,6
19400627;73,24;503
19441105;80,92;515
19250822;79,3;499,7
19390727;77,08;505,1
19440925;80,16;505,4
19591117;77,84;504
19470512;77,82;501,3
19640323;75,6;496,1
19770420;73,18;501,9
19761231;72,76;502,9
19141125;70,44;502
19920402;69,32;505,2
19470511;71,3;507,3
19420403;69,48;502,5
19971221;68,96;506,8
19600213;66,84;500,2
19920509;79,72;519,2
19220429;77,4;503
19250807;75,08;496
19431127;74,06;499,3
19970217;73,44;501,7
19971204;71,12;495
19570212;77,7;506,9
19780318;76,08;499,7
19111021;75,06;503,3
19220426;83,94;512,2
19220305;82,82;506,2
19420601;80,5;497
19470425;78,18;504
19360509;75,96;502,1
19430914;73,84;503,2
19590805;71,62;504,1
19530412;69,6;501,3
19591231;67,28;497
19640712;67,56;504,6
19770101;67,74;498,5
19781008;65,42;496
19210105;70,1;511
19971209;77,88;508,1
19280602;75,56;502
19761216;73,14;499,9
19780417;70,82;501
19920511;69;499,5
19400911;67,18;496,5
19490413;65,06;501,2
19770329;62,64;502,9
19270406;76,92;519,6
19270605;76,3;502,7
19391006;74,28;496,3
19400309;73,06;496,1
19440201;71,14;503,4
19210604;68,82;500
19440930;67,1;497,6
19591226;73,68;507,9
19081105;71,36;498
19900831;75,64;509,6
19330621;74,52;502,2
19850705;72,2;500
19820909;69,88;505
19141025;68,66;505,1
19400310;68,74;502,4
19551122;66,82;504,4
19550609;64,5;503
19770804;62,08;494,9
19900828;59,76;504
19490407;71,94;519,5
19481210;69,62;504
19600101;69,8;506,5
19640315;67,48;499
19970811;65,16;502
19980213;62,84;498
19350404;66,32;503,8
19201006;64;503
19240415;72,18;514,5
19761230;69,86;505
19250819;67,54;502
19330823;67,12;505,9
19530414;66,1;496,3
19640704;63,88;505,1
19780809;65,06;502,5
19791024;62,64;495,9
19081212;70,42;508,1
19960704;74,4;503,3
19340523;72,08;503
19390901;69,76;497
19401025;67,44;497
19900204;65,12;505
19920126;62,8;500
19280613;60,48;504
19400512;58,16;499
19960712;55,74;503,9
19560611;68,32;515,9
19591027;84;518
19760626;81,68;498
19270216;80,46;504,1
19331031;84,34;505,2
19780407;82,02;504
19200712;90,9;512,2
19440207;93,88;507,3
19570122;91,56;499
19760725;89,14;497,9
19900818;110,02;523,2
19200403;107,7;502
19961029;114,28;510,9
19220313;111,96;503
19971220;109,64;501
19400313;112,82;501,5
19420327;110,5;500
19491025;108,78;495,6
19081215;106,96;500,5
19901216;104,64;499
19180606;102,32;504
19300224;100;498
19360512;104,88;507,2
19390909;102,56;505
19470923;109,74;514,5
19481202;107,42;501
19851203;105,2;502,1
19770518;102,88;500
19920321;104,86;509,3
19210112;108,84;502,3
19420616;107,82;506,3
19570401;105,5;501
19600803;103,28;504,1
19240402;100,96;496
19330918;100,34;505,7
19391010;102,72;504,7
19530323;100,4;500
19760723;97,98;504,9
19901010;95,66;501
19640721;107,34;515
19740702;106,22;504,2
19761226;104,3;502,4
19970216;102,48;501,5
19380725;100,16;501
19420618;98,04;498,2
19551229;95,72;498
19110308;93,4;504
19860922;91,08;497
19860325;88,86;499,1
19870508;86,54;499
19400613;106,62;518,4
19770809;104,4;503,1
19900907;108,48;510,4
19200409;109,86;499,7
19430726;107,54;499
19490812;107,12;505,9
19120506;111,2;504,4
19870501;108,78;495,9
19371015;106,66;503,2
19481214;110,74;506,4
19550513;109,72;502,3
19110715;107,4;496
19230705;105,08;504
19250616;102,76;496
19550621;100,74;502,3
19600216;100,22;496,8
19110222;98,6;505,7
19920318;96,58;505,3
19141129;94,36;505,1
19141104;92,34;498,3
19920615;90,02;503
19200604;88,6;504,9
19280521;89,68;501,4
19330822;96,16;508,8
19540613;104,64;506,8
19141212;103,52;505,2
19220824;104,6;505,4
19270604;102,48;498,2
19330514;105,26;508,1
19960617;102,94;505
19350314;100,62;496
19470601;122,8;520,5
19600801;121,08;501,6
19640616;118,86;505,1
19760308;116,54;499
19920720;114,22;503
19200707;112,8;504,9
19211230;122,38;506,9
19901108;120,06;503
19560306;124,54;501,8
19591227;125,22;508
19851216;123,4;495,5
19591107;121,28;503,2
19331111;118,96;500
19470126;116,84;497,2
19830808;114,52;504
19850419;112,2;497
19200331;109,88;503
19250809;113,06;501,5
19550604;112,14;504,4
19770918;109,82;496
19280614;110,4;501,9
19640930;108,28;495,2
19780807;106,56;505,6
19830731;104,24;496
19431126;105,82;503,9
19470723;103,5;501
19110324;102,08;497,9
19110604;107,26;503,5
19220703;110,14;510,2
19210129;108,72;500,9
19350507;106,4;500
19831030;103,98;498,9
19900103;101,66;497
19920401;99,54;503,2
19970302;98,32;498,1
19390724;103,1;511,1
19440202;103,98;508,2
19111020;102,96;503,3
19200404;103,54;497,9
19780316;107,12;501,9
19490811;114,1;512,3
19570725;112,88;496,1
19560114;111,36;503,8
19770214;109,04;502
19530604;107,52;497,8
19531017;105,2;504
19641007;119,08;521,2
19590712;117,16;495,4
19220304;121,24;510,4
19110219;130,32;514,4
19771105;128,1;495,1
19781221;125,78;503
19920329;123,66;502,2
19330917;121,34;495
19551215;126,22;504,2
19920716;123,8;498,9
19290811;121,58;498,1
19600215;124,56;500,3
19830306;122,14;494,9
19120503;120,42;497,6
19220124;118,1;497
19330511;118,08;502,3
19911024;115,66;499,9
19180714;119,84;507,5
19290205;118,42;496,9
19330510;119,9;506,8
19441006;117,58;495
19330923;115,46;499,2
19770916;113,44;499,3
19090521;111,12;504
19920403;112,5;506,7
19760911;114,48;506,3
19800508;112,06;503,9
19330926;110,44;497,7
19330620;114,42;509,3
19430415;112,1;501
19860727;109,78;498
19860403;107,36;502,9
19141208;105,14;503,1
19530413;106,42;504,6
19891201;104,1;497
19290808;108,08;506,3
19400308;105,86;498,1
19111003;103,54;502
19851016;101,92;496,7
19441024;99,6;499
19440204;101,48;505,2
19771012;99,06;502,9
19120519;96,74;495
19230730;95,42;498
19211231;96;499,9
19380730;93,68;502
19390725;94,06;501,7
19470813;91,74;502
19770815;89,72;504,3
19770129;87,3;501,9
19090716;91,28;501,3
19960705;92,36;502,4
19141024;90,44;505,4
19280510;88,92;495,8
19560101;90,7;509,1
19900209;88,28;499,9
19920707;85,96;496
19971224;91,44;510,8
19250821;94,92;508,8
19491001;92,6;495
19641008;92,98;502,7
19090530;90,66;495
19911011;88,34;495
19910827;86,02;496
19170423;83,7;505
19980304;87,98;505,6
19250630;85,66;500
19770208;84,24;499,9
19821111;81,92;495
19900323;79,6;495
19431114;84,88;507,6
19550718;106,06;526,5
19110220;106,44;498,7
19440926;108,12;501
19470310;115,7;509,9
19330407;113,38;497
19420615;111,06;499
19420401;109,34;498,6
19350528;107,02;497
19761201;105,1;501,4
19910124;102,78;503
19901220;111,06;508,6
19220427;112,64;501,9
19290801;125,92;510,6
19400912;127,4;505,8
19550919;125,18;505,1
19090424;142,66;516,8
19270215;140,44;498,1
19390614;138,12;495
19441106;139,9;506,1
19591228;140,68;507,1
19780317;141,26;497,9
19110225;139,34;501,4
19830722;137,02;498
19220923;134,7;505
19330622;136,18;499,8
19640722;137,26;508,4
19240525;142,84;510,9
19560223;140,52;501
19550512;138,2;495
19850204;135,88;503
19200401;136,66;500,1
19440908;141,14;501,8
19440620;138,82;499
19431210;136,5;497
19551219;134,28;496,1
19640327;131,96;497
19740701;131,24;501,6
19740412;129,32;505,4
19440912;127;501
19961003;124,58;504,9
19260922;122,26;499
19420402;122,44;497,5
19791008;120,12;496
19920330;120,7;507,9
19270430;118,38;501
19540702;116,06;499
19780305;113,84;495,1
19220210;111,52;497
19970116;109,2;495
19440214;106,88;498
19901004;104,76;503,2
19911016;103,84;506,4
19920606;101,42;496,9
19220306;103,2;506,1
19280711;100,88;497
19390824;98,56;505
19110211;96,54;503,3
19120508;99,12;508,9
19120513;97,4;496,6
19640901;95,08;497
19220820;92,76;497
19550603;90,44;499
19591118;92,42;508,3
19740614;90;502,9
19770323;87,98;496,3
19180627;85,66;500
19220630;83,34;501
19380219;81,02;500
19141211;79,4;505,7
19961006;77,08;496
19440929;76,26;504,5
19081129;73,94;501
19120529;71,62;501
19440208;73,1;503,8
19491102;70,78;496
19920510;72,76;504,3
19200815;70,44;502
19230728;78,02;508,9
19400910;80,2;500,5
19440804;77,88;497
19560710;85,46;511,9
19770412;84,34;496,2
19530810;82,02;496
19851006;79,7;499
19970222;77,38;500
19290708;75,76;496,7
19410506;73,44;502
19570310;71,12;501
19860212;68,8;504
19221011;66,48;502
19391013;64,96;497,8
19280615;66,04;505,4
19900327;63,72;496
19220825;65;502,6
19270311;62,68;505
19400617;60,36;500
19111019;58,04;502
19440131;55,72;502
19600212;53,4;496
19090713;51,08;499
19230805;48,76;499
19390726;49,44;498
19400908;48,02;497,9
19530411;45,7;499
19420613;65,18;522,8
19490804;62,86;498
19640322;61,24;499,7
19840813;58,82;495,9
19141213;60,2;500,7
19200603;57,98;495,1
19551121;55,66;499
19791127;53,54;500,2
19391005;53,12;500,9
19430913;51,6;504,8
19821113;50,08;501,8
19491024;52,96;500,2
19591116;50,64;501
19111012;48,32;499
19920721;49,7;500,7
19960930;57,98;514,6
19570807;55,66;498
19141124;53,34;504
19200706;57,12;510,1
19970301;54,8;505
19490412;63,08;511,6
19360508;60,76;499
19590804;58,64;502,2
19220428;59,32;503
19210125;57,8;502,8
19250806;57,08;499,6
19570724;54,86;505,1
19081214;58,14;504,6
19971203;55,82;500
19770419;53,5;504
19110221;54,28;499,1
19901209;51,86;498,9
19771107;49,84;497,3
19420531;55,92;509,4
19470424;53,6;498
19640320;52,38;500,1
19910615;67,36;518,3
19210116;65,04;498
19110223;66,72;505
19901211;66,5;498,1
19220307;67,08;506,9
19591230;64,76;495
19781007;62,44;502
19280601;60,12;504
19110323;57,8;500
19210128;56,28;497,8
19970215;53,96;498
19740630;52,84;502,2
19780416;50,92;503,4
19210603;73,8;522,2
19570808;74,08;506,6
19081104;71,76;504
19600731;71,44;498
19590802;70,22;500,1
19761225;68,8;498,9
19761215;66,48;496
19791104;75,26;508,1
19850704;72,94;501
19560122;78,42;505,8
19820908;76,1;501
19360708;73,78;505
19491026;75,86;508,4
19550608;80,54;503
19550429;78,22;495
19640703;76,3;499,4
19770328;74,48;501,5
19120521;72,16;502
19900827;69,84;498
19481209;67,52;502
19551216;68,9;508,7
19640314;66,88;505,3
19970810;64,56;500
19980212;62,24;503
19391004;59,92;497
19901210;60,2;503,6
19560113;57,88;502
19201005;55,76;504,2
19380927;53,44;505
19530603;51,12;500
19761229;48,8;499
19250818;46,48;503
19390911;50,26;506,1
19550514;52,24;501,3
19770803;49,82;496,9
19290204;47,5;502
19340522;45,18;496
19390831;58,46;512,6
19401024;56,14;496
19851215;53,72;501,9
19900203;64,1;509,7
19920125;61,78;498
19280612;59,46;502
19400511;57,14;501
19780806;56,22;496,4
19440928;55,9;500
19550620;53,78;505,2
19760625;51,46;502
19911015;49,14;499
19920317;46,82;502
19230729;47,6;498,1
19420617;49,78;500,5
19780406;47,46;505
19851202;46,84;503,7
19141103;44,52;501
19570121;42,2;503
19640613;39,88;499
19791023;37,56;496
19901112;35,24;500
19600802;37,22;500,3
19200402;38,3;503,4
19220312;35,98;504
19971219;34,76;504,1
19371014;32,64;505,2
19420326;30,42;497,1
19901215;28,8;497,7
19180605;26,48;501
19960711;24,16;502
19220628;34,34;513,5
19300223;32,02;504
19390908;29,7;505
19760721;53,28;527,9
19210113;55,56;500,6
19440103;74,64;519,4
19481201;72,42;500,1
19600730;71,9;506,8
19771102;93,98;522,4
19860324;102,56;506,9
19550618;100,24;503
19770808;100,12;506,2
19770517;97,8;496
19760724;100,08;506,6
19570331;97,76;496
19911017;98,84;499,4
19240401;96,82;498,3
19270603;95,9;506,4
19530322;93,58;495
19901009;91,26;500
19370908;89,84;499,9
19330925;93,62;507,1
19380724;91,3;503
19551228;89,38;504,4
19770207;94,56;507,5
19110307;92,24;497
19120502;89,92;497
19860921;87,6;503
19870507;85,28;502
19141128;92,36;514,4
19290705;91,14;503,1
19280509;90,32;498,5
19430725;88;499
19770807;91,18;505,5
19141111;106,16;520,3
19591106;104,04;505,2
19760722;104,22;502,5
19110714;102;503,1
19851015;99,98;495,3
19230704;97,66;502
19250805;95,74;499,4
19250615;93,42;503
19640615;91,6;496,5
19440927;93,08;508,8
19470125;90,86;501,1
19570308;88,74;496,2
19920614;86,42;498
19590711;84,1;503
19910928;82,48;504,7
19640929;80,26;505,1
19770812;86,44;509,5
19770411;85,52;504,4
19870430;83,4;495,2
19220927;81,08;496
19960616;78,76;500
19350313;76,44;497
19760307;74,02;502,9
19141209;75,8;503,1
19920719;73,48;504
19920331;74,86;500,7
19821204;72,44;497,9
19821114;73,42;505,3
19901107;71,1;501
19370909;71,38;498,6
19331110;69,16;499,1
19440108;67,84;502
19740625;65,52;504
19770212;63,2;499
19830807;60,88;499
19850418;58,56;496
19851212;56,44;499,2
19200330;54,12;496
19770917;56,1;507,3
19920703;80,28;526,5
19280608;87,46;510,5
19761202;89,14;499
19420331;98,72;515,9
19770915;96,3;503,9
19830730;93,98;495
19110227;91,66;502
19920328;89,74;496,4
19350517;87,52;495,1
19470722;85,2;496
19350506;82,88;500
19900102;80,46;494,9
19910929;80,74;503,6
19600729;78,42;496
19851201;76;502,9
19141023;73,68;496
19740628;71,26;496,9
19330922;69,34;505,4
19771104;68,82;499,8
19770213;69;507,5
19290810;73,38;502,7
19330920;78,46;502,4
19531016;76,14;502
19770814;74,32;499,5
19831029;72;503
19901228;69,88;498,2
19440122;68,26;505,7
19920325;66,94;500
19230512;72,72;512,1
19220729;70,4;502
19781220;68,18;496,1
19141210;68,56;507,7
19891215;66,64;495,4
19330916;64,42;502,1
19400907;62,1;505
19761130;80,38;523,6
19391012;84,06;511
19120512;92,64;509,9
19220123;90,32;505
19740629;90,5;506,5
19110224;91,68;506,5
19141207;106,46;522,1
19441005;104,24;499,1
19640319;114,52;508,6
19401102;122,8;511,6
19400307;120,58;500,1
19090520;118,26;498
19920313;126,14;506,2
19290707;126,12;500,3
19780805;125,6;506,8
19920715;123,28;503
19290706;123,96;502
19740411;121,64;495
19830305;119,32;505
19900210;121,5;509,5
19250729;121,08;498,9
19430414;118,76;499
19560715;128,94;514,5
19860726;127,12;505,5
19911023;125,1;503,3
19960708;123,38;502,6
19891130;121,06;499
19430912;118,74;503
19821112;120,92;505,5
19111002;120,3;500,7
19441023;117,98;500
19800507;115,56;494,9
19090731;113,84;499,6
19120518;111,52;499
19280820;109,2;501
19380729;106,88;498
19470812;104,66;497,1
19590801;102,34;497
19640321;103,72;506,7
19570805;101,4;498
19860402;98,98;494,9
19280508;98,36;498,7
19120603;102,74;507,7
19920706;100,42;500
19210124;99,1;501
19270602;98,58;505,8
19490930;96,46;495,2
19640312;94,14;501
19771108;95,62;499,8
19771011;93,2;503,9
19090529;91,38;505,5
19911010;89,06;495
19910826;86,74;499
19170422;84,42;496
19250629;82,1;497
19360709;83,38;507,6
19550918;81,06;498
19770128;78,84;501,1
19821110;77,62;504,1
19110210;75,3;500
19900322;72,88;496,9
19270214;70,76;504,2
19210121;68,64;498,2
19770322;67,02;498,7
19900208;74,5;510,8
19330406;72,18;503
19420614;73,96;505,1
19570305;71,64;496
19350527;69,72;498,4
19440119;67,9;497,5
19771103;68,98;506,4
19781224;76,46;512,8
19821206;74,74;495,6
19910123;72,32;498,9
19901003;70,8;503,8
19340730;68,68;497,2
19551218;66,46;499,1
19761224;64,04;504,9
19901113;65,22;508,5
19210127;63,1;502,2
19280609;63,78;500
19390613;62,16;499,7
19340507;60,44;498,6
19821208;58,22;502,1
19830721;55,9;495
19220922;53,58;498
19970716;53,46;499,2
19770410;51,04;495,9
19780304;48,62;494,9
19971218;46,2;502,9
19560222;43,88;500
19550511;41,86;495,3
19850203;39,44;500,9
19440619;37,12;505
19431209;34,9;505,1
19640326;32,88;502,3
19090428;30,56;500
19270306;28,84;503,6
19440911;26,52;497
19830324;24,1;501,9
19971225;26,68;503,9
19250728;46,66;525,3
19260921;44,84;498,5
19570306;45,02;504,5
19791007;42,6;503,9
19270429;40,78;498,5
19441019;46,26;504,8
19540701;44,34;500,4
19220209;42,02;505
19970715;41;502,3
19970115;38,68;500
19440213;36,46;503,1
19860828;35,24;497,1
19280710;33,32;495,4
19390823;31,1;505,1
19780804;30,08;500,3
19640831;27,76;505
19761203;28,64;503,2
19961002;27,12;501,8
19220819;24,8;502
19290704;39,88;522,4
19550602;37,56;503
19090426;35,24;502
19180626;33,02;499,1
19220629;34,4;507,7
19380218;32,08;497
19961005;30,66;502,9
19081128;28,34;498
19120528;26,02;498
19920605;31;507,3
19491101;28,68;505
19600209;26,36;502
19591109;32,04;513
19200814;29,72;504
19220918;37;514,6
19440803;34,68;503
19740613;32,26;495,9
19791126;31,04;499,1
19481203;34,82;510,1
19530809;32,5;500
19851005;30,18;499
19180620;29,66;506,8
19970221;28,04;495,7
19410505;25,72;505
19570309;27;508,6
19600210;27,08;497,4
19111001;37,46;514,7
19860211;35,14;495
19221010;32,82;499
19270601;58,3;522,8
19370907;55,98;505
19771106;59,16;506,5
19780415;56,84;501
19900326;54,42;498,9
19200602;52,1;497
19270310;50,38;500,6
19400616;48,06;505
19770327;57,24;509,5
19111018;54,92;502
19220101;57,9;509,3
19260925;64,78;511,2
19440130;62,46;499
19600211;62,54;497,4
19590803;64,42;508,2
19090712;62,5;500,4
19230804;60,18;499
19280507;57,86;495
19530410;55,54;502
19901214;53,12;501,9
19270422;50,8;505
19490803;59,18;510,7
19780302;57,66;504,8
19971126;55,24;494,9
19970717;55,72;502,8
19551120;54,7;501,3
19640702;52,38;495
19761217;56,76;510,7
19340501;76,94;518,5
19390610;74,62;501
19570723;72,3;501
19591115;69,98;496
19111011;67,66;502
19570806;68,44;508,1
19141123;66,12;504
19281008;64,6;495,8
19440107;63,88;503,6
19840812;61,46;495,9
19970228;59,44;500,3
19641009;62,52;504,4
19360507;60,2;503
