FactuurNummer,FactuurDatum,LeverancierID,KlantID,Verkoopcategorie,Subcategorie,Product,Bedrag
15654,25-4-2011,12,7440,Auto en Transport:,Autowas- en reinigingsproducten,Chemical Guys Microfiber Wash Mitt voor krasvrij reinigen,10.8
15854,25-4-2011,17,197,Voeding:,Verpakte snacks,Kinder Bueno Chocoladerepen als zoete traktatie,8.2
17357,25-4-2011,19,5072,Sport en Recreatie:,Fietsen,Cannondale Quick Hybride Fiets voor stadsvervoer,967.9
17896,25-4-2011,3,8901,Elektronica:,Laptops,ASUS ROG Zephyrus G14 voor gamers en creatievelingen,2047.7
18899,25-4-2011,5,1795,Huishoudelijke Artikelen:,Huishoudelijke apparaten (koelkasten, wasmachines, stofzuigers),Dyson V15 Detect Stofzuiger met geavanceerde sensoren,564.1
19968,25-4-2011,5,80,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Wilson Blade Tennisracket voor precisie en kracht,59.2
14353,26-4-2011,22,8191,Reizen en Toerisme:,Activiteiten en rondleidingen,Bergbeklimming naar de Top van de Kilimanjaro,142.9
9390,27-4-2011,1,14949,Kleding en Mode:,Hoeden,Panamahoed met zwarte band,42.4
10495,27-4-2011,6,3623,Boeken en Onderwijs:,Fictie en non-fictie boeken,To Kill a Mockingbird door Harper Lee,24.9
14930,27-4-2011,23,10514,Auto en Transport:,Accessoires (automatten, stoelhoezen, luchtverfrissers),WeatherTech DigitalFit Automatten voor bescherming,16.7
16641,27-4-2011,15,6842,Auto en Transport:,Fictie en non-fictie boeken,The Alchemist door Paulo Coelho,12.8
19552,27-4-2011,27,2013,Elektronica:,Slimme horloges,Apple Watch Series 7 met groot scherm en gezondheidsfuncties,355.9
20570,27-4-2011,16,10427,Sport en Recreatie:,Fietsen,Specialized Turbo Vado E-bike voor elektrische ondersteuning,524.8
3331,28-4-2011,16,4698,Reizen en Toerisme:,Vliegtickets,Business Class Vliegticket naar New York,1361.9
8688,28-4-2011,24,11414,Auto en Transport:,Autowas- en reinigingsproducten,Armor All Car Interior Cleaner voor interieuronderhoud,26.7
17120,28-4-2011,25,3827,Woondecoratie:,Kaarsen en geurverspreiders,Aromatherapie Essenti le Oli n voor geurige ontspanning,12.1
4520,29-4-2011,15,4125,Elektronica:,Laptops,Apple MacBook Pro 16-inch met Retina-display,589.4
7316,29-4-2011,18,13602,Sport en Recreatie:,Sportschoenen,Brooks Ghost 14 voor neutrale hardlopers,134.9
3943,30-4-2011,26,10025,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Titleist Pro V1 Golfballen voor gevorderde golfers,23.4
9121,30-4-2011,5,12973,Voeding:,Drankjes (frisdrank, sap, water),San Pellegrino Sprankelend Mineraalwater,4.4
15087,30-4-2011,30,6307,Huishoudelijke Artikelen:,Huishoudelijke apparaten (koelkasten, wasmachines, stofzuigers),LG InstaView Koelkast met door-in-door functie,328.4
5879,1-5-2011,27,7280,Reizen en Toerisme:,Hotelaccommodaties,Villa met Zwembad in Bali voor tropische ontspanning,56.5
7437,1-5-2011,12,13656,Boeken en Onderwijs:,E-books en audioboeken,Atomic Habits door James Clear (E-book),6.9
8828,1-5-2011,2,3066,Huishoudelijke Artikelen:,Meubels (banken, tafels, stoelen),Opvouwbare campingstoelen voor buitenactiviteiten,518.9
11619,1-5-2011,8,11897,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Titleist Pro V1 Golfballen voor gevorderde golfers,23.4
14340,1-5-2011,6,11926,Boeken en Onderwijs:,Fictie en non-fictie boeken,Becoming door Michelle Obama,17.1
20592,1-5-2011,10,1989,Sport en Recreatie:,Sportschoenen,New Balance Fresh Foam Hardloopschoenen voor demping,39.9
12733,2-5-2011,29,5005,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Dove Deep Moisture Body Wash voor hydratatie,5.1
13151,2-5-2011,9,12380,Sport en Recreatie:,Fitnessapparatuur,Bowflex SelectTech Halterset voor veelzijdige krachttraining,363.4
16012,2-5-2011,19,8676,Voeding:,Bakkerijproducten,Ambachtelijke volkoren bagels met roomkaas,8.6
16595,2-5-2011,11,8732,Elektronica:,Tablets,Apple iPad Pro met Liquid Retina-display,563.1
16838,2-5-2011,17,14589,Woondecoratie:,Kaarsen en geurverspreiders,Diptyque Baies Geurkaars met fruitige tonen,11.4
1622,3-5-2011,6,207,Boeken en Onderwijs:,Studieboeken,Organic Chemistry door Paula Yurkanis Bruice,107.8
2045,4-5-2011,27,1968,Reizen en Toerisme:,Hotelaccommodaties,Luxe Suite in Marriott Amsterdam met uitzicht op grachten,89.5
5843,4-5-2011,4,11026,Auto en Transport:,Autowas- en reinigingsproducten,Chemical Guys Microfiber Wash Mitt voor krasvrij reinigen,9.4
7102,4-5-2011,12,2243,Boeken en Onderwijs:,Schrijfwaren,Sharpie Permanent Markers voor diverse oppervlakken,15.3
9785,4-5-2011,17,12169,Elektronica:,Slimme horloges,Fossil Gen 5 met stijlvol design en Wear OS,427.8
9537,5-5-2011,9,5852,Boeken en Onderwijs:,Schrijfwaren,Pilot G2 Gel Ink Pennen voor vloeiend schrijven,5.9
9706,5-5-2011,12,3098,Auto en Transport:,Fietsen en scooters,Xiaomi Mi Electric Scooter voor stadsvervoer,396.3
18185,5-5-2011,11,8241,Woondecoratie:,Planten en bloemen,Orchidee in Potten voor verfijnde decoratie,31.1
2145,6-5-2011,18,4373,Reizen en Toerisme:,Reisverzekeringen,Wereldwijde Dekking voor Verlies van Bagage,45.4
11460,6-5-2011,12,2535,Sport en Recreatie:,Fitnessapparatuur,TRX Suspension Trainer voor lichaamsgewichttraining,1200.7
11694,6-5-2011,26,9034,Kleding en Mode:,Hoeden,Klassieke fedora hoed van vilt,30.7
3998,7-5-2011,14,3490,Reizen en Toerisme:,Vliegtickets,Premium Economy Vliegticket naar Tokyo,732.8
4156,7-5-2011,30,7568,Huishoudelijke Artikelen:,Keukenapparatuur (blenders, koffiezetapparaten, magnetrons),KitchenAid Food Processor voor hakken en mengen,124.0
5534,7-5-2011,15,1054,Sport en Recreatie:,Fitnessapparatuur,Bowflex SelectTech Halterset voor veelzijdige krachttraining,368.3
10694,7-5-2011,25,13219,Woondecoratie:,Schilderijen en wanddecoratie,Fotolijsten Set voor het tonen van dierbare herinneringen,165.7
15383,7-5-2011,19,168,Elektronica:,Koptelefoons,Sony WH-1000XM4 met actieve ruisonderdrukking,350.6
18058,7-5-2011,13,2693,Voeding:,Verse producten (groenten, fruit, vlees, vis),Mals rundvlees voor een heerlijke steak,15.8
2554,8-5-2011,20,14700,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,L'Occitane Shea Butter Hand Cream voor verzorgde handen,13.7
3017,8-5-2011,25,5919,Schoonheids- en Verzorgingsproducten:,Parfums,Dolce & Gabbana Light Blue Eau Intense voor zomerse aroma's,89.9
7124,8-5-2011,13,13770,Boeken en Onderwijs:,Educatieve materialen,National Geographic Kids Magazine voor jeugdige leerlingen,64.9
9596,8-5-2011,23,12663,Woondecoratie:,Planten en bloemen,Vredeslelie voor luchtzuivering en elegantie,5.6
18556,8-5-2011,29,7907,Sport en Recreatie:,Sportschoenen,Asics Gel-Kayano 28 voor stabiliteit en ondersteuning,136.9
13401,9-5-2011,9,6303,Huishoudelijke Artikelen:,Keukenapparatuur (blenders, koffiezetapparaten, magnetrons),Breville Barista Express Koffiezetapparaat voor espresso liefhebbers,177.9
15221,9-5-2011,2,13212,Sport en Recreatie:,Fietsen,Specialized Turbo Vado E-bike voor elektrische ondersteuning,497.9
17901,9-5-2011,27,3373,Auto en Transport:,Fictie en non-fictie boeken,To Kill a Mockingbird door Harper Lee,23.7
18667,9-5-2011,6,13763,Sport en Recreatie:,Fitnessapparatuur,Bowflex SelectTech Halterset voor veelzijdige krachttraining,383.6
20796,9-5-2011,17,2146,Kleding en Mode:,Broeken,Slim fit jeans met lichte wassing,42.1
4658,10-5-2011,12,1717,Auto en Transport:,Accessoires (automatten, stoelhoezen, luchtverfrissers),Car Trash Can voor netheid en organisatie,16.3
5077,10-5-2011,12,7061,Voeding:,Drankjes (frisdrank, sap, water),Nestl  Pure Life Flessenwater,0.9
5243,10-5-2011,25,6709,Woondecoratie:,Schilderijen en wanddecoratie,Houten Wandplank voor het presenteren van decoratieve items,106.5
7990,10-5-2011,2,1258,Auto en Transport:,Autowas- en reinigingsproducten,Chemical Guys Microfiber Wash Mitt voor krasvrij reinigen,9.9
20255,10-5-2011,17,6838,Kleding en Mode:,T-shirts,Grafisch bedrukt T-shirt met slogan,21.7
19516,11-5-2011,7,241,Sport en Recreatie:,Sportkleding,Nike Pro Leggings met vochtafvoerende eigenschappen,72.7
4932,12-5-2011,25,600,Boeken en Onderwijs:,E-books en audioboeken,Born a Crime door Trevor Noah (Audioboek),24.3
8877,12-5-2011,23,14851,Boeken en Onderwijs:,Studieboeken,Organic Chemistry door Paula Yurkanis Bruice,119.6
10321,12-5-2011,10,2303,Boeken en Onderwijs:,Studieboeken,Principles of Economics door N. Gregory Mankiw,31.4
16536,12-5-2011,4,12014,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Nike Premier Team Voetbal voor training en wedstrijden,173.1
15504,13-5-2011,10,5001,Auto en Transport:,Fictie en non-fictie boeken,Educated door Tara Westover,9.6
1994,14-5-2011,27,3710,Auto en Transport:,Autowas- en reinigingsproducten,Stoner Invisible Glass Cleaner voor streepvrije ramen,7.9
4451,14-5-2011,6,14012,Huishoudelijke Artikelen:,Beddengoed en handdoeken,Gewatteerde sprei met bloemenmotief,111.4
5112,14-5-2011,12,4599,Voeding:,Verpakte snacks,Nature Valley Granola Bars voor onderweg,4.9
11302,14-5-2011,8,3059,Sport en Recreatie:,Sportschoenen,Adidas Ultraboost DNA Sneakers voor comfort en stijl,43.3
11536,14-5-2011,7,1124,Voeding:,Drankjes (frisdrank, sap, water),Nestl  Pure Life Flessenwater,0.9
12478,14-5-2011,17,8827,Voeding:,Verse producten (groenten, fruit, vlees, vis),Knapperige broccoli voor groene smoothies,16.8
18917,14-5-2011,25,10587,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Nike Premier Team Voetbal voor training en wedstrijden,170.8
9951,15-5-2011,1,9967,Elektronica:,Koptelefoons,JBL Free X draadloze in-ear oordopjes,335.1
10405,15-5-2011,14,7195,Boeken en Onderwijs:,Fictie en non-fictie boeken,Educated door Tara Westover,9.4
14039,15-5-2011,26,13738,Elektronica:,Laptops,Lenovo ThinkPad X1 Carbon voor zakelijke gebruikers,826.1
18955,15-5-2011,13,6902,Voeding:,Zuivelproducten,Volle melk voor het maken van koffie,7.8
19367,15-5-2011,23,1926,Huishoudelijke Artikelen:,Huishoudelijke apparaten (koelkasten, wasmachines, stofzuigers),KitchenAid Staande Mixer voor bakliefhebbers,650.8
1126,16-5-2011,11,10248,Elektronica:,Tablets,Apple iPad Pro met Liquid Retina-display,563.1
1656,16-5-2011,1,8224,Reizen en Toerisme:,Reispakketten,Avontuurlijke Safari Reis door Kenia en Tanzania,2256.1
16145,16-5-2011,16,9198,Auto en Transport:,Fietsen en scooters,Schwinn Discover Hybride Fiets voor comfortabel rijden,280.3
17483,16-5-2011,4,3994,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Wilson Blade Tennisracket voor precisie en kracht,59.9
20543,16-5-2011,13,14703,Kleding en Mode:,Broeken,Chino-broek in pastelkleur,60.3
1234,17-5-2011,28,6184,Sport en Recreatie:,Fietsen,Trek Domane SL Racefiets voor lange ritten,682.2
5929,17-5-2011,28,3193,Sport en Recreatie:,Fietsen,BMX-fiets voor tricks en stunts,1127.1
8463,17-5-2011,2,4254,Elektronica:,Smartphones,Google Pixel 6 met focus op fotografie,370.1
11108,17-5-2011,24,7752,Reizen en Toerisme:,Vliegtickets,Last-Minute Vliegticket naar Barcelona,613.7
15597,17-5-2011,21,11884,Sport en Recreatie:,Fietsen,BMX-fiets voor tricks en stunts,1014.4
19898,17-5-2011,8,6450,Auto en Transport:,Fietsen en scooters,Schwinn Discover Hybride Fiets voor comfortabel rijden,287.8
3004,18-5-2011,20,12942,Reizen en Toerisme:,Reispakketten,All-Inclusive Pakket voor Caribisch Eiland Resort,1354.8
6044,18-5-2011,20,6176,Voeding:,Drankjes (frisdrank, sap, water),Tropicana Apple Juice voor verfrissing,4.4
9566,18-5-2011,19,3152,Huishoudelijke Artikelen:,Meubels (banken, tafels, stoelen),Houten eettafel met uitschuifbaar blad,656.8
10020,18-5-2011,13,5540,Boeken en Onderwijs:,Schrijfwaren,Pilot G2 Gel Ink Pennen voor vloeiend schrijven,5.9
3993,20-5-2011,10,11173,Auto en Transport:,Autowas- en reinigingsproducten,Turtle Wax Trim Restorer voor plastic en rubber,5.8
5013,20-5-2011,26,3754,Schoonheids- en Verzorgingsproducten:,Make-up,Urban Decay Naked Eyeshadow Palette voor veelzijdige ooglooks,38.2
5579,20-5-2011,11,14110,Reizen en Toerisme:,Hotelaccommodaties,Boutique Hotelkamer in hartje Parijs,304.4
9016,20-5-2011,16,5193,Schoonheids- en Verzorgingsproducten:,Huidverzorgingsproducten,La Roche-Posay Effaclar Cleanser voor acne-gevoelige huid,5.4
15109,20-5-2011,30,2640,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Nike Premier Team Voetbal voor training en wedstrijden,162.0
7718,21-5-2011,7,5215,Auto en Transport:,Fietsen en scooters,Xiaomi Mi Electric Scooter voor stadsvervoer,401.7
11367,21-5-2011,14,1549,Kleding en Mode:,Hoeden,Panamahoed met zwarte band,44.6
7998,22-5-2011,26,8650,Huishoudelijke Artikelen:,Sportkleding,Lululemon Athletica Yoga Broek met stretchstof,82.4
18699,22-5-2011,24,438,Auto en Transport:,Autowas- en reinigingsproducten,Meguiar's Gold Class Car Wash Shampoo voor glans,10.9
4009,23-5-2011,3,2616,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Aveeno Daily Moisturizing Body Lotion voor gevoelige huid,13.3
6046,23-5-2011,2,6434,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Burt's Bees Beeswax Lip Balm voor zachte lippen,12.1
7376,23-5-2011,21,12449,Auto en Transport:,Accessoires (automatten, stoelhoezen, luchtverfrissers),FH Group Universal Car Seat Covers voor personalisatie,25.3
16863,23-5-2011,13,11320,Schoonheids- en Verzorgingsproducten:,Parfums,Viktor & Rolf Flowerbomb Eau de Parfum voor bloemige noten,91.2
20352,23-5-2011,2,9004,Reizen en Toerisme:,Activiteiten en rondleidingen,Northern Lights Tour in Lapland, Finland,20.7
14190,24-5-2011,16,8287,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Bath & Body Works Body Lotion met fruitige geuren,17.8
18427,24-5-2011,19,6994,Schoonheids- en Verzorgingsproducten:,Parfums,Dior Sauvage Eau de Toilette voor een krachtige geur,95.3
4194,25-5-2011,6,12521,Elektronica:,Tablets,Lenovo Tab P11 met groot scherm voor productiviteit,174.5
11500,25-5-2011,17,8551,Woondecoratie:,Kaarsen en geurverspreiders,Reed Diffuser met Lavendelgeur voor kalmerende ambiance,23.3
14372,25-5-2011,2,14247,Reizen en Toerisme:,Vliegtickets,Premium Economy Vliegticket naar Tokyo,770.9
20072,25-5-2011,8,13632,Sport en Recreatie:,Sportschoenen,New Balance Fresh Foam Hardloopschoenen voor demping,43.8
1195,26-5-2011,21,5960,Huishoudelijke Artikelen:,Keukenapparatuur (blenders, koffiezetapparaten, magnetrons),Cuisinart IJsmachine voor huisgemaakt ijs,67.5
2084,26-5-2011,21,2309,Boeken en Onderwijs:,Studieboeken,The Elements of Style door William Strunk Jr. en E.B. White,78.3
8736,26-5-2011,15,7234,Sport en Recreatie:,Sportkleding,Nike Pro Leggings met vochtafvoerende eigenschappen,76.4
20263,26-5-2011,10,2572,Boeken en Onderwijs:,Studieboeken,Principles of Economics door N. Gregory Mankiw,32.2
1766,27-5-2011,6,8154,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Bumble and Bumble Surf Spray voor beachy waves,8.6
3443,27-5-2011,29,10129,Woondecoratie:,Kussens en dekens,Gewatteerd Sierkussen voor extra comfort,73.9
6286,27-5-2011,6,852,Boeken en Onderwijs:,E-books en audioboeken,The Hunger Games door Suzanne Collins (E-book),11.8
8374,27-5-2011,13,14522,Voeding:,Drankjes (frisdrank, sap, water),Vers Geperst Sinaasappelsap voor een vitamineboost,3.6
9981,27-5-2011,9,10352,Reizen en Toerisme:,Reisverzekeringen,Wereldwijde Dekking voor Verlies van Bagage,40.8
17432,27-5-2011,19,6907,Reizen en Toerisme:,Vliegtickets,Economy Class Vliegticket naar Parijs,1209.7
18190,27-5-2011,15,11284,Kleding en Mode:,Schoenen,Witte leren sneakers met rubberen zool,166.3
18549,27-5-2011,28,2125,Elektronica:,Smartphones,Xiaomi Mi 11 met betaalbare prijs en sterke specificaties,480.3
20009,27-5-2011,4,10451,Kleding en Mode:,Broeken,Chino-broek in pastelkleur,61.1
4659,28-5-2011,22,4261,Kleding en Mode:,T-shirts,Katoenen basic T-shirt,32.0
6893,28-5-2011,16,12109,Woondecoratie:,Schilderijen en wanddecoratie,Fotolijsten Set voor het tonen van dierbare herinneringen,165.7
16106,28-5-2011,21,3738,Elektronica:,Slimme horloges,Samsung Galaxy Watch 4 met ECG-meting,638.0
16352,28-5-2011,6,9138,Reizen en Toerisme:,Hotelaccommodaties,Boutique Hotelkamer in hartje Parijs,329.1
16918,28-5-2011,10,10481,Reizen en Toerisme:,Reispakketten,Stedentrip Pakket naar Londen met bezienswaardigheden,2043.4
3947,29-5-2011,4,4500,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Bumble and Bumble Surf Spray voor beachy waves,8.8
11948,29-5-2011,23,2872,Voeding:,Drankjes (frisdrank, sap, water),Nestl  Pure Life Flessenwater,0.9
13958,29-5-2011,27,8279,Kleding en Mode:,Broeken,Chino-broek in pastelkleur,61.1
3912,30-5-2011,14,5310,Boeken en Onderwijs:,Schrijfwaren,Moleskine Classic Notitieboek voor notities en schetsen,15.1
5756,30-5-2011,20,2802,Huishoudelijke Artikelen:,Huishoudelijke apparaten (koelkasten, wasmachines, stofzuigers),Instant Pot Multicooker voor diverse maaltijden,1158.1
11066,30-5-2011,10,9317,Reizen en Toerisme:,Reispakketten,Wellness Retreat in Thaise Wellness Resort,2287.4
18425,30-5-2011,30,7035,Auto en Transport:,Accessoires (automatten, stoelhoezen, luchtverfrissers),WeatherTech DigitalFit Automatten voor bescherming,17.1
20059,30-5-2011,21,112,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Olaplex Hair Perfector No. 3 voor sterk en gezond haar,48.0
9713,31-5-2011,22,13541,Woondecoratie:,Schilderijen en wanddecoratie,Spiegel met Vintage Frame voor elegante uitstraling,74.5
1193,1-6-2011,7,14345,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Babolat Pure Drive Junior Tennisracket voor jonge spelers,176.1
1279,1-6-2011,20,8948,Huishoudelijke Artikelen:,Meubels (banken, tafels, stoelen),Moderne fauteuil met minimalistisch ontwerp,1205.2
11368,1-6-2011,9,13065,Sport en Recreatie:,Sportschoenen,Adidas Ultraboost DNA Sneakers voor comfort en stijl,49.3
11920,1-6-2011,5,11494,Woondecoratie:,Planten en bloemen,Bonsai Boom voor een artistiek accent,16.5
12423,1-6-2011,10,7424,Elektronica:,Laptops,Apple MacBook Pro 16-inch met Retina-display,603.9
14659,1-6-2011,11,1684,Boeken en Onderwijs:,Schrijfwaren,Sharpie Permanent Markers voor diverse oppervlakken,15.3
16191,1-6-2011,29,2805,Woondecoratie:,Schilderijen en wanddecoratie,Metalen Muurdecoratie met geometrisch patroon,68.4
20779,1-6-2011,18,12625,Voeding:,Verse producten (groenten, fruit, vlees, vis),Verse zalmfilet voor gezonde maaltijden,5.7
1484,2-6-2011,25,11351,Reizen en Toerisme:,Vliegtickets,First Class Vliegticket naar Dubai,999.8
20818,2-6-2011,16,8339,Reizen en Toerisme:,Activiteiten en rondleidingen,Wijnproeverij Tour in Napa Valley, Californi ,136.5
2702,3-6-2011,22,8092,Boeken en Onderwijs:,Studieboeken,Introduction to Psychology door James W. Kalat,21.8
5291,3-6-2011,8,1292,Voeding:,Drankjes (frisdrank, sap, water),Tropicana Apple Juice voor verfrissing,4.9
7441,3-6-2011,4,193,Voeding:,Verpakte snacks,Doritos Nacho Cheese Tortilla Chips,7.3
9205,3-6-2011,2,3772,Reizen en Toerisme:,Reisverzekeringen,Annuleringsverzekering voor Flexibiliteit in Reisplannen,162.3
13175,3-6-2011,8,5521,Reizen en Toerisme:,Hotelaccommodaties,Luxe Suite in Marriott Amsterdam met uitzicht op grachten,78.7
17606,3-6-2011,25,3223,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Moroccanoil Treatment voor glans en hydratatie,5.1
19834,3-6-2011,2,11559,Boeken en Onderwijs:,Schrijfwaren,Sharpie Permanent Markers voor diverse oppervlakken,15.7
13386,4-6-2011,28,9644,Schoonheids- en Verzorgingsproducten:,Parfums,Chanel No. 5 Eau de Parfum voor tijdloze elegantie,223.1
16016,4-6-2011,27,3915,Kleding en Mode:,Broeken,Chino-broek in pastelkleur,53.0
18812,4-6-2011,24,8480,Boeken en Onderwijs:,Studieboeken,Principles of Economics door N. Gregory Mankiw,29.1
11430,5-6-2011,1,11505,Reizen en Toerisme:,Activiteiten en rondleidingen,Wijnproeverij Tour in Napa Valley, Californi ,145.9
12389,5-6-2011,27,6718,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Aveeno Daily Moisturizing Body Lotion voor gevoelige huid,14.2
